id,idnum,gruppe,ACTION1_time_pin1,ACTION1_PeakVel_pin1,ACTION1_MeanAngVel_pin1,ACTION1_TimePeakVel_pin1,ACTION1_NrChangesVel_pin1,ACTION1_PeakDisp_pin1,ACTION1_MeanAngDisp_pin1,ACTION1_TimePeakDisp_pin1,ACTION1_NrChangesDisp_pin1,frapinne1,tilpinne1,ACTION2_time_pin1,ACTION2_PeakVel_pin1,ACTION2_MeanAngVel_pin1,ACTION2_TimePeakVel_pin1,ACTION2_NrChangesVel_pin1,ACTION2_PeakDisp_pin1,ACTION2_MeanAngDisp_pin1,ACTION2_TimePeakDisp_pin1,ACTION2_NrChangesDisp_pin1,framidten1,tilmidten1,ACTION3_time_pin1,ACTION3_PeakVel_pin1,ACTION3_MeanAngVel_pin1,ACTION3_TimePeakVel_pin1,ACTION3_NrChangesVel_pin1,ACTION3_PeakDisp_pin1,ACTION3_MeanAngDisp_pin1,ACTION3_TimePeakDisp_pin1,ACTION3_NrChangesDisp_pin1,frasetteinn1,tilsetteinn1,ACTION4_time_pin1,ACTION4_PeakVel_pin1,ACTION4_MeanAngVel_pin1,ACTION4_TimePeakVel_pin1,ACTION4_NrChangesVel_pin1,ACTION4_PeakDisp_pin1,ACTION4_MeanAngDisp_pin1,ACTION4_TimePeakDisp_pin1,ACTION4_NrChangesDisp_pin1,tid_pinne1,tid_pinne1ms,frabeh2,tilbeh2,ACTION1_time_pin2,ACTION1_PeakVel_pin2,ACTION1_MeanAngVel_pin2,ACTION1_TimePeakVel_pin2,ACTION1_NrChangesVel_pin2,ACTION1_PeakDisp_pin2,ACTION1_MeanAngDisp_pin2,ACTION1_TimePeakDisp_pin2,ACTION1_NrChangesDisp_pin2,frapinne2,tilpinne2,ACTION2_time_pin2,ACTION2_PeakVel_pin2,ACTION2_MeanAngVel_pin2,ACTION2_TimePeakVel_pin2,ACTION2_NrChangesVel_pin2,ACTION2_PeakDisp_pin2,ACTION2_MeanAngDisp_pin2,ACTION2_TimePeakDisp_pin2,ACTION2_NrChangesDisp_pin2,framidten2,tilmidten2,ACTION3_time_pin2,ACTION3_PeakVel_pin2,ACTION3_MeanAngVel_pin2,ACTION3_TimePeakVel_pin2,ACTION3_NrChangesVel_pin2,ACTION3_PeakDisp_pin2,ACTION3_MeanAngDisp_pin2,ACTION3_TimePeakDisp_pin2,ACTION3_NrChangesDisp_pin2,frasetteinn2,tilsetteinn2,ACTION4_time_pin2,ACTION4_PeakVel_pin2,ACTION4_MeanAngVel_pin2,ACTION4_TimePeakVel_pin2,ACTION4_NrChangesVel_pin2,ACTION4_PeakDisp_pin2,ACTION4_MeanAngDisp_pin2,ACTION4_TimePeakDisp_pin2,ACTION4_NrChangesDisp_pin2,tid_pinne2,tid_pinne2ms,frabeh3,tilbeh3,ACTION1_time_pin3,ACTION1_PeakVel_pin3,ACTION1_MeanAngVel_pin3,ACTION1_TimePeakVel_pin3,ACTION1_NrChangesVel_pin3,ACTION1_PeakDisp_pin3,ACTION1_MeanAngDisp_pin3,ACTION1_TimePeakDisp_pin3,ACTION1_NrChangesDisp_pin3,frapinne3,tilpinne3,ACTION2_time_pin3,ACTION2_PeakVel_pin3,ACTION2_MeanAngVel_pin3,ACTION2_TimePeakVel_pin3,ACTION2_NrChangesVel_pin3,ACTION2_PeakDisp_pin3,ACTION2_MeanAngDisp_pin3,ACTION2_TimePeakDisp_pin3,ACTION2_NrChangesDisp_pin3,framidten3,tilmidten3,ACTION3_time_pin3,ACTION3_PeakVel_pin3,ACTION3_MeanAngVel_pin3,ACTION3_TimePeakVel_pin3,ACTION3_NrChangesVel_pin3,ACTION3_PeakDisp_pin3,ACTION3_MeanAngDisp_pin3,ACTION3_TimePeakDisp_pin3,ACTION3_NrChangesDisp_pin3,frasetteinn3,tilsetteinn3,ACTION4_time_pin3,ACTION4_PeakVel_pin3,ACTION4_MeanAngVel_pin3,ACTION4_TimePeakVel_pin3,ACTION4_NrChangesVel_pin3,ACTION4_PeakDisp_pin3,ACTION4_MeanAngDisp_pin3,ACTION4_TimePeakDisp_pin3,ACTION4_NrChangesDisp_pin3,tid_pinne3,tid_pinne3ms,frabeh4,tilbeh4,ACTION1_time_pin4,ACTION1_PeakVel_pin4,ACTION1_MeanAngVel_pin4,ACTION1_TimePeakVel_pin4,ACTION1_NrChangesVel_pin4,ACTION1_PeakDisp_pin4,ACTION1_MeanAngDisp_pin4,ACTION1_TimePeakDisp_pin4,ACTION1_NrChangesDisp_pin4,frapinne4,tilpinne4,ACTION2_time_pin4,ACTION2_PeakVel_pin4,ACTION2_MeanAngVel_pin4,ACTION2_TimePeakVel_pin4,ACTION2_NrChangesVel_pin4,ACTION2_PeakDisp_pin4,ACTION2_MeanAngDisp_pin4,ACTION2_TimePeakDisp_pin4,ACTION2_NrChangesDisp_pin4,framidten4,tilmidten4,ACTION3_time_pin4,ACTION3_PeakVel_pin4,ACTION3_MeanAngVel_pin4,ACTION3_TimePeakVel_pin4,ACTION3_NrChangesVel_pin4,ACTION3_PeakDisp_pin4,ACTION3_MeanAngDisp_pin4,ACTION3_TimePeakDisp_pin4,ACTION3_NrChangesDisp_pin4,frasetteinn4,tilsetteinn4,ACTION4_time_pin4,ACTION4_PeakVel_pin4,ACTION4_MeanAngVel_pin4,ACTION4_TimePeakVel_pin4,ACTION4_NrChangesVel_pin4,ACTION4_PeakDisp_pin4,ACTION4_MeanAngDisp_pin4,ACTION4_TimePeakDisp_pin4,ACTION4_NrChangesDisp_pin4,tid_pinne4,tid_pinne4ms,frabeh5,tilbeh5,ACTION1_time_pin5,ACTION1_PeakVel_pin5,ACTION1_MeanAngVel_pin5,ACTION1_TimePeakVel_pin5,ACTION1_NrChangesVel_pin5,ACTION1_PeakDisp_pin5,ACTION1_MeanAngDisp_pin5,ACTION1_TimePeakDisp_pin5,ACTION1_NrChangesDisp_pin5,frapinne5,tilpinne5,ACTION2_time_pin5,ACTION2_PeakVel_pin5,ACTION2_MeanAngVel_pin5,ACTION2_TimePeakVel_pin5,ACTION2_NrChangesVel_pin5,ACTION2_PeakDisp_pin5,ACTION2_MeanAngDisp_pin5,ACTION2_TimePeakDisp_pin5,ACTION2_NrChangesDisp_pin5,framidten5,tilmidten5,ACTION3_time_pin5,ACTION3_PeakVel_pin5,ACTION3_MeanAngVel_pin5,ACTION3_TimePeakVel_pin5,ACTION3_NrChangesVel_pin5,ACTION3_PeakDisp_pin5,ACTION3_MeanAngDisp_pin5,ACTION3_TimePeakDisp_pin5,ACTION3_NrChangesDisp_pin5,frasetteinn5,tilsetteinn5,ACTION4_time_pin5,ACTION4_PeakVel_pin5,ACTION4_MeanAngVel_pin5,ACTION4_TimePeakVel_pin5,ACTION4_NrChangesVel_pin5,ACTION4_PeakDisp_pin5,ACTION4_MeanAngDisp_pin5,ACTION4_TimePeakDisp_pin5,ACTION4_NrChangesDisp_pin5,tid_pinne5,tid_pinne5ms,frabeh6,tilbeh6,ACTION1_time_pin6,ACTION1_PeakVel_pin6,ACTION1_MeanAngVel_pin6,ACTION1_TimePeakVel_pin6,ACTION1_NrChangesVel_pin6,ACTION1_PeakDisp_pin6,ACTION1_MeanAngDisp_pin6,ACTION1_TimePeakDisp_pin6,ACTION1_NrChangesDisp_pin6,frapinne6,tilpinne6,ACTION2_time_pin6,ACTION2_PeakVel_pin6,ACTION2_MeanAngVel_pin6,ACTION2_TimePeakVel_pin6,ACTION2_NrChangesVel_pin6,ACTION2_PeakDisp_pin6,ACTION2_MeanAngDisp_pin6,ACTION2_TimePeakDisp_pin6,ACTION2_NrChangesDisp_pin6,framidten6,tilmidten6,ACTION3_time_pin6,ACTION3_PeakVel_pin6,ACTION3_MeanAngVel_pin6,ACTION3_TimePeakVel_pin6,ACTION3_NrChangesVel_pin6,ACTION3_PeakDisp_pin6,ACTION3_MeanAngDisp_pin6,ACTION3_TimePeakDisp_pin6,ACTION3_NrChangesDisp_pin6,frasetteinn6,tilsetteinn6,ACTION4_time_pin6,ACTION4_PeakVel_pin6,ACTION4_MeanAngVel_pin6,ACTION4_TimePeakVel_pin6,ACTION4_NrChangesVel_pin6,ACTION4_PeakDisp_pin6,ACTION4_MeanAngDisp_pin6,ACTION4_TimePeakDisp_pin6,ACTION4_NrChangesDisp_pin6,tid_pinne6,tid_pinne6ms,frabeh7,tilbeh7,ACTION1_time_pin7,ACTION1_PeakVel_pin7,ACTION1_MeanAngVel_pin7,ACTION1_TimePeakVel_pin7,ACTION1_NrChangesVel_pin7,ACTION1_PeakDisp_pin7,ACTION1_MeanAngDisp_pin7,ACTION1_TimePeakDisp_pin7,ACTION1_NrChangesDisp_pin7,frapinne7,tilpinne7,ACTION2_time_pin7,ACTION2_PeakVel_pin7,ACTION2_MeanAngVel_pin7,ACTION2_TimePeakVel_pin7,ACTION2_NrChangesVel_pin7,ACTION2_PeakDisp_pin7,ACTION2_MeanAngDisp_pin7,ACTION2_TimePeakDisp_pin7,ACTION2_NrChangesDisp_pin7,framidten7,tilmidten7,ACTION3_time_pin7,ACTION3_PeakVel_pin7,ACTION3_MeanAngVel_pin7,ACTION3_TimePeakVel_pin7,ACTION3_NrChangesVel_pin7,ACTION3_PeakDisp_pin7,ACTION3_MeanAngDisp_pin7,ACTION3_TimePeakDisp_pin7,ACTION3_NrChangesDisp_pin7,frasetteinn7,tilsetteinn7,ACTION4_time_pin7,ACTION4_PeakVel_pin7,ACTION4_MeanAngVel_pin7,ACTION4_TimePeakVel_pin7,ACTION4_NrChangesVel_pin7,ACTION4_PeakDisp_pin7,ACTION4_MeanAngDisp_pin7,ACTION4_TimePeakDisp_pin7,ACTION4_NrChangesDisp_pin7,tid_pinne7,tid_pinne7ms,frabeh8,tilbeh8,ACTION1_time_pin8,ACTION1_PeakVel_pin8,ACTION1_MeanAngVel_pin8,ACTION1_TimePeakVel_pin8,ACTION1_NrChangesVel_pin8,ACTION1_PeakDisp_pin8,ACTION1_MeanAngDisp_pin8,ACTION1_TimePeakDisp_pin8,ACTION1_NrChangesDisp_pin8,frapinne8,tilpinne8,ACTION2_time_pin8,ACTION2_PeakVel_pin8,ACTION2_MeanAngVel_pin8,ACTION2_TimePeakVel_pin8,ACTION2_NrChangesVel_pin8,ACTION2_PeakDisp_pin8,ACTION2_MeanAngDisp_pin8,ACTION2_TimePeakDisp_pin8,ACTION2_NrChangesDisp_pin8,framidten8,tilmidten8,ACTION3_time_pin8,ACTION3_PeakVel_pin8,ACTION3_MeanAngVel_pin8,ACTION3_TimePeakVel_pin8,ACTION3_NrChangesVel_pin8,ACTION3_PeakDisp_pin8,ACTION3_MeanAngDisp_pin8,ACTION3_TimePeakDisp_pin8,ACTION3_NrChangesDisp_pin8,frasetteinn8,tilsetteinn8,ACTION4_time_pin8,ACTION4_PeakVel_pin8,ACTION4_MeanAngVel_pin8,ACTION4_TimePeakVel_pin8,ACTION4_NrChangesVel_pin8,ACTION4_PeakDisp_pin8,ACTION4_MeanAngDisp_pin8,ACTION4_TimePeakDisp_pin8,ACTION4_NrChangesDisp_pin8,tid_pinne8,tid_pinne8ms,frabeh9,tilbeh9,ACTION1_time_pin9,ACTION1_PeakVel_pin9,ACTION1_MeanAngVel_pin9,ACTION1_TimePeakVel_pin9,ACTION1_NrChangesVel_pin9,ACTION1_PeakDisp_pin9,ACTION1_MeanAngDisp_pin9,ACTION1_TimePeakDisp_pin9,ACTION1_NrChangesDisp_pin9,frapinne9,tilpinne9,ACTION2_time_pin9,ACTION2_PeakVel_pin9,ACTION2_MeanAngVel_pin9,ACTION2_TimePeakVel_pin9,ACTION2_NrChangesVel_pin9,ACTION2_PeakDisp_pin9,ACTION2_MeanAngDisp_pin9,ACTION2_TimePeakDisp_pin9,ACTION2_NrChangesDisp_pin9,framidten9,tilmidten9,ACTION3_time_pin9,ACTION3_PeakVel_pin9,ACTION3_MeanAngVel_pin9,ACTION3_TimePeakVel_pin9,ACTION3_NrChangesVel_pin9,ACTION3_PeakDisp_pin9,ACTION3_MeanAngDisp_pin9,ACTION3_TimePeakDisp_pin9,ACTION3_NrChangesDisp_pin9,frasetteinn9,tilsetteinn9,ACTION4_time_pin9,ACTION4_PeakVel_pin9,ACTION4_MeanAngVel_pin9,ACTION4_TimePeakVel_pin9,ACTION4_NrChangesVel_pin9,ACTION4_PeakDisp_pin9,ACTION4_MeanAngDisp_pin9,ACTION4_TimePeakDisp_pin9,ACTION4_NrChangesDisp_pin9,tid_pinne9,tid_pinne9ms,frabeh10,tilbeh10,ACTION1_time_pin10,ACTION1_PeakVel_pin10,ACTION1_MeanAngVel_pin10,ACTION1_TimePeakVel_pin10,ACTION1_NrChangesVel_pin10,ACTION1_PeakDisp_pin10,ACTION1_MeanAngDisp_pin10,ACTION1_TimePeakDisp_pin10,ACTION1_NrChangesDisp_pin10,frapinne10,tilpinne10,ACTION2_time_pin10,ACTION2_PeakVel_pin10,ACTION2_MeanAngVel_pin10,ACTION2_TimePeakVel_pin10,ACTION2_NrChangesVel_pin10,ACTION2_PeakDisp_pin10,ACTION2_MeanAngDisp_pin10,ACTION2_TimePeakDisp_pin10,ACTION2_NrChangesDisp_pin10,framidten10,tilmidten10,ACTION3_time_pin10,ACTION3_PeakVel_pin10,ACTION3_MeanAngVel_pin10,ACTION3_TimePeakVel_pin10,ACTION3_NrChangesVel_pin10,ACTION3_PeakDisp_pin10,ACTION3_MeanAngDisp_pin10,ACTION3_TimePeakDisp_pin10,ACTION3_NrChangesDisp_pin10,frasetteinn10,tilsetteinn10,ACTION4_time_pin10,ACTION4_PeakVel_pin10,ACTION4_MeanAngVel_pin10,ACTION4_TimePeakVel_pin10,ACTION4_NrChangesVel_pin10,ACTION4_PeakDisp_pin10,ACTION4_MeanAngDisp_pin10,ACTION4_TimePeakDisp_pin10,ACTION4_NrChangesDisp_pin10,tid_pinne10,tid_pinne10ms,frabeh11,tilbeh11,ACTION1_time_pin11,ACTION1_PeakVel_pin11,ACTION1_MeanAngVel_pin11,ACTION1_TimePeakVel_pin11,ACTION1_NrChangesVel_pin11,ACTION1_PeakDisp_pin11,ACTION1_MeanAngDisp_pin11,ACTION1_TimePeakDisp_pin11,ACTION1_NrChangesDisp_pin11,frapinne11,tilpinne11,ACTION2_time_pin11,ACTION2_PeakVel_pin11,ACTION2_MeanAngVel_pin11,ACTION2_TimePeakVel_pin11,ACTION2_NrChangesVel_pin11,ACTION2_PeakDisp_pin11,ACTION2_MeanAngDisp_pin11,ACTION2_TimePeakDisp_pin11,ACTION2_NrChangesDisp_pin11,framidten11,tilmidten11,ACTION3_time_pin11,ACTION3_PeakVel_pin11,ACTION3_MeanAngVel_pin11,ACTION3_TimePeakVel_pin11,ACTION3_NrChangesVel_pin11,ACTION3_PeakDisp_pin11,ACTION3_MeanAngDisp_pin11,ACTION3_TimePeakDisp_pin11,ACTION3_NrChangesDisp_pin11,frasetteinn11,tilsetteinn11,ACTION4_time_pin11,ACTION4_PeakVel_pin11,ACTION4_MeanAngVel_pin11,ACTION4_TimePeakVel_pin11,ACTION4_NrChangesVel_pin11,ACTION4_PeakDisp_pin11,ACTION4_MeanAngDisp_pin11,ACTION4_TimePeakDisp_pin11,ACTION4_NrChangesDisp_pin11,tid_pinne11,frabeh12,tilbeh12,ACTION1_time_pin12,ACTION1_PeakVel_pin12,ACTION1_MeanAngVel_pin12,ACTION1_TimePeakVel_pin12,ACTION1_NrChangesVel_pin12,ACTION1_PeakDisp_pin12,ACTION1_MeanAngDisp_pin12,ACTION1_TimePeakDisp_pin12,ACTION1_NrChangesDisp_pin12,frapinne12,tilpinne12,ACTION2_time_pin12,ACTION2_PeakVel_pin12,ACTION2_MeanAngVel_pin12,ACTION2_TimePeakVel_pin12,ACTION2_NrChangesVel_pin12,ACTION2_PeakDisp_pin12,ACTION2_MeanAngDisp_pin12,ACTION2_TimePeakDisp_pin12,ACTION2_NrChangesDisp_pin12,Kjønn,Alder,Helse,Syn,Hørsel,Studieår,MMSE,BDI,Tallspenn_forlengs,Tallspenn_baklengs,Stroop_W,Stroop_C,Stroop_WC,Trail_M_A,Trail_M_B,Dynamo_Høyrehånd,Dynamo_Venstrehånd,Handedness
012,1,1, , , , , , , , , ,1,29,28,192.952,82.044,2,7,50.594,40.287,3,5,30,37,7,354.233,178.236,5,3,50.034,44.994,6,2,38,61,23,385.361,116.421,22,1,43.854,30.113,1,4, , ,62,69,7,850.221,474.815,3,1,64.395,44.032,4,1,70,105,35,279.546,76.992,3,5,50.578,42.037,6,9,106,119,13,143.92,77.43,8,2,28.312,24.555,10,2,120,155,35,260.87,138.87,21,3,39.057,14.231,11,2,90,1500,156,165,9,1097.801,405.691,3,3,38.918,20.463,4,3,166,193,27,187.604,74.739,6,9,35.404,30.952,17,10,194,205,11,226.87,122.229,3,3,49.107,44.316,4,4,206,339,133,416.929,63.523,132,28,37.001,16.22,0,16,180,3000,340,351,11,492.339,212.915,5,3,42.103,28.403,6,2,352,441,89,198.431,55.019,56,17,49.646,38.441,50,11,442,459,17,241.629,89.178,7,4,43.566,38.991,3,5,460,493,33,181.176,56.92,30,4,45.618,39.93,2,4,150,2500,494,505,11,408.645,177.488,7,2,58.337,47.042,5,2,506,571,65,433.722,88.578,39,9,50.904,26.364,28,9,572,583,11,444.39,157.411,1,1,57.326,50.257,7,1,584,617,33,556.942,151.327,26,3,53.176,33.25,0,1,120,2000,618,627,9,521.765,231.562,3,2,44.919,30.926,2,2,628,669,41,278.823,77.169,0,8,43.223,35.915,41,8,670,687,17,131.315,58.947,11,2,49.8,45.38,6,2,688,723,35,150.144,53.675,33,6,45.543,37.851,3,6,102,1700,724,736,12,301.23,108.317,9,3,45.317,38.944,8,3,737,771,34,187.406,65.954,2,6,49.617,41.646,28,6,772,789,17,102.032,54.89,6,3,49.489,46.976,3,4,790,831,41,76.833,33.602,16,6,45.75,36.16,0,1,104,1733.33333333333,832,845,13,311.631,93.654,6,2,44.489,35.767,8,2,846,899,53,313.751,94.305,39,8,46.907,33.005,23,8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,24,1,2,1,18,29,1,10,6,102,67,57,15,46,53.5,53.5,17
013,2,1, , , , , , , , , ,1,15,14,170.277,79.53,9,2,39.201,28.562,14,1,16,25,9,311.948,179.281,1,1,63.837,56.774,5,1,26,45,19,151.98,58.243,17,7,55.427,49.796,0,4, , ,46,55,9,408.212,151.632,7,3,48.944,40.802,6,2,56,81,25,282.715,121.882,0,2,45.373,32.691,2,2,82,93,11,259.251,107.465,2,3,55.367,51.647,5,3,94,119,25,114.431,50.291,20,1,52.262,43.634,0,1,70,1166.66666666667,120,129,9,188.245,85.809,8,2,46.107,38.255,9,1,130,151,21,184.788,79.626,10,4,48.828,35.331,1,3,152,163,11,199.422,89.863,4,1,48.779,43.633,8,1,164,207,43,152.466,32.798,43,9,44.825,37.919,0,7,84,1400,208,219,11,215.112,69.23,1,3,46.41,43.049,2,2,220,245,25,166.289,61.421,21,5,42.892,31.425,0,3,246,259,13,331.071,138.729,5,1,59.915,51.02,7,1,260,289,29,231.032,71.478,29,1,51.725,39.548,0,1,78,1300,290,303,13,383.042,180.962,5,3,53.318,40.328,3,3,304,339,35, , , , , , , , ,340,355,15,561.844,155.975,7,2,57.583,43.01,8,2,356,379,23,67.469,36.991,18,5,53.505,48.362,0,2,86,1433.33333333333,380,393,13,464.736,157.136,7,1,56.466,43.25,5,3,394,425,31,225.491,93.416,23,5,30.586,21.097,1,5,426,437,11,302.582,152.273,3,2,52.462,43.607,7,4,438,457,19,118.859,62.108,14,1,44.921,35.888,0,0,74,1233.33333333333,458,471,13,148.627,78.187,10,1,35.836,30.421,9,1,472,493,21,205.275,66.508,1,4,27.491,23.989,0,4,494,507,13,293.228,172.276,5,2,56.535,42.193,9,2,508,545,37,121.279,31.024,37,8,51.912,46.021,0,1,84,1400,546,557,11,333.085,134.812,5,3,48.746,38.474,2,3,558,577,19,275.286,122.701,1,3,31.704,19.006,0,3,578,591,13,219.001,140.52,9,1,59.832,46.423,13,0,592,643,51,223.018,49.298,0,8,56.576,50.996,17,8,94,1566.66666666667,644,655,11,777.182,201.248,10,2,33.497,26.183,9,2,656,673,17,393.304,159.817,16,1,15.138,-6.394,17,1,674,685,11,468.919,198.859,2,1,55.561,44.808,10,1,686,713,27,85.408,35.384,19,3,53.378,49.035,6,5,66,1100,714,729,15,359.693,142.737,14,2,45.592,34.172,1,2,730,759,29,360.138,103.393,28,1,29.763,10.301,0,1,760,775,15,455.735,142.014,2,6,54.729,45.605,8,5,776,859,83,102.456,38.467,65,17,54.74,43.009,21,15,142,2366.66666666667,860,871,11,193.526,95.975,11,2,34.041,27.85,0,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,29,1,1,1,16,30,3,6,3,97,75,45,23,58,57,52,20
